timestamp,rpm,throttle,egt,cht,oil_temp,fault_active
22.0,3544.14,0.6213,844.31,386.43,170.43,False
22.5,3585.95,0.6217,851.57,390.1,170.73,False
23.0,3581.61,0.6222,852.19,389.42,172.43,False
23.5,3565.19,0.6226,859.1,391.4,167.83,False
24.0,3530.36,0.6231,859.99,396.21,169.99,False
24.5,3551.16,0.6235,859.37,387.91,168.62,False
25.0,3572.79,0.624,850.41,391.41,170.15,False
25.5,3567.77,0.6244,859.73,391.89,171.83,False
26.0,3521.11,0.6248,852.77,389.28,168.16,False
26.5,3545.63,0.6253,851.65,394.74,168.01,False
27.0,3564.88,0.6257,851.22,391.2,172.73,False
27.5,3576.1,0.6261,860.63,391.9,169.4,False
28.0,3561.92,0.6266,855.47,393.08,168.68,False
28.5,3569.26,0.627,855.7,400.29,174.67,False
29.0,3551.44,0.6274,853.43,388.53,169.79,False
29.5,3575.86,0.6278,861.2,390.91,169.73,False
30.0,3527.63,0.6282,854.65,390.09,170.03,False
30.5,3554.07,0.6286,795.3,388.19,168.22,True
31.0,3615.21,0.6291,789.63,390.35,174.89,True
31.5,3631.74,0.6295,790.5,392.71,171.95,True
32.0,3609.22,0.6299,791.71,393.25,172.88,True
32.5,3584.34,0.6303,795.06,393.76,168.64,True
33.0,3571.88,0.6307,795.89,395.03,170.33,True
33.5,3587.05,0.631,802.57,394.97,172.21,True
34.0,3579.66,0.6314,797.79,392.51,172.19,True
34.5,3577.62,0.6318,808.54,399.56,172.39,True
35.0,3565.27,0.6322,792.79,398.59,172.2,True
35.5,3591.08,0.6326,789.91,397.96,172.63,True
36.0,3560.21,0.633,796.55,396.13,171.89,True
36.5,3577.52,0.6333,798.66,394.75,172.14,True
37.0,3613.72,0.6337,786.61,394.96,172.24,True
37.5,3591.12,0.6341,797.85,390.56,172.6,True
38.0,3620.66,0.6344,792.3,398.58,171.34,True
38.5,3585.79,0.6348,794.97,395.14,174.65,True
39.0,3599.56,0.6352,809.16,399.83,172.98,True
39.5,3623.67,0.6355,802.95,398.93,171.56,True
40.0,3591.0,0.6359,797.52,399.57,169.84,True
40.5,3606.18,0.6362,800.3,400.27,173.75,True
41.0,3627.81,0.6366,805.16,392.19,172.17,True
41.5,3568.8,0.6369,799.16,401.58,173.63,True
42.0,3579.1,0.6372,796.92,397.29,169.97,True
42.5,3580.49,0.6376,803.79,400.81,173.66,True
43.0,3548.9,0.6379,803.99,397.7,173.32,True
43.5,3627.87,0.6382,792.39,395.85,173.72,True
44.0,3564.71,0.6385,810.32,398.87,174.28,True
44.5,3585.72,0.6389,807.24,401.11,173.1,True
45.0,3602.6,0.6392,804.75,395.45,172.38,True
45.5,3595.64,0.6395,805.54,401.17,170.61,True
46.0,3596.95,0.6398,811.25,396.07,171.12,True
46.5,3604.25,0.6401,808.28,398.47,175.47,True
47.0,3618.08,0.6404,808.48,400.23,177.51,True
47.5,3597.57,0.6407,794.47,403.5,171.98,True
48.0,3604.56,0.641,811.24,394.01,170.44,True
48.5,3571.09,0.6412,800.93,400.26,174.03,True
49.0,3609.34,0.6415,798.04,392.13,173.13,True
49.5,3595.07,0.6418,807.6,401.29,173.34,True
50.0,3620.39,0.6421,806.65,400.89,171.69,True
50.5,3602.26,0.6423,806.68,401.88,172.35,True
51.0,3616.94,0.6426,804.56,399.18,174.84,True
51.5,3567.3,0.6429,799.59,395.2,168.55,True
52.0,3594.24,0.6431,810.01,398.9,173.65,True
52.5,3630.21,0.6434,813.08,399.66,176.0,True
53.0,3610.89,0.6436,802.44,398.19,170.36,True
53.5,3591.89,0.6439,805.01,402.49,176.8,True
54.0,3582.6,0.6441,808.94,397.06,174.34,True
54.5,3608.21,0.6443,797.99,403.07,172.22,True
55.0,3600.72,0.6446,801.96,398.42,174.32,True
55.5,3608.18,0.6448,809.11,401.57,176.14,True
56.0,3605.66,0.645,800.24,403.78,172.86,True
56.5,3635.34,0.6452,809.7,400.28,174.25,True
57.0,3652.6,0.6454,818.32,400.97,173.91,True
57.5,3635.62,0.6456,803.86,401.85,173.57,True
58.0,3620.88,0.6458,804.07,396.17,169.5,True
58.5,3592.75,0.646,806.08,400.15,177.55,True
59.0,3637.7,0.6462,803.71,402.15,172.89,True
59.5,3610.36,0.6464,809.58,403.05,173.05,True
60.0,3637.78,0.6466,803.08,401.29,178.95,True
60.5,3621.41,0.6468,816.08,401.62,174.94,True
61.0,3616.25,0.647,808.19,399.09,174.67,True
61.5,3600.78,0.6471,812.49,404.75,174.57,True
62.0,3612.5,0.6473,811.55,400.64,175.73,True
62.5,3581.99,0.6474,807.72,395.67,170.89,True
63.0,3646.29,0.6476,813.99,399.55,170.9,True
63.5,3560.1,0.6478,806.9,409.03,174.79,True
64.0,3608.56,0.6479,812.05,397.15,173.35,True
64.5,3622.09,0.648,809.4,404.27,174.66,True
65.0,3633.81,0.6482,806.49,404.65,177.24,True
65.5,3601.37,0.6483,805.59,406.02,173.62,True
66.0,3649.17,0.6484,807.9,406.43,174.29,True
66.5,3626.56,0.6486,818.03,401.04,172.16,True
67.0,3612.71,0.6487,812.55,397.48,175.33,True
67.5,3611.19,0.6488,816.11,395.04,172.5,True
68.0,3588.5,0.6489,806.32,403.01,173.73,True
68.5,3617.42,0.649,809.73,402.92,172.09,True
69.0,3636.87,0.6491,813.91,403.51,175.23,True
69.5,3628.89,0.6492,820.83,402.13,173.52,True
70.0,3608.11,0.6493,805.56,398.7,172.37,True
70.5,3621.97,0.6494,812.45,402.62,172.63,True
71.0,3641.59,0.6494,814.54,402.02,172.86,True
71.5,3634.73,0.6495,811.83,398.19,174.04,True
72.0,3629.17,0.6496,806.44,403.13,171.28,True
72.5,3650.81,0.6496,817.23,401.83,174.92,True
73.0,3576.04,0.6497,805.25,401.74,172.06,True
73.5,3638.65,0.6497,821.05,399.11,172.54,True
74.0,3629.19,0.6498,819.16,398.99,174.72,True
74.5,3661.02,0.6498,802.87,398.84,173.38,True
75.0,3614.28,0.6499,815.22,403.42,170.68,True
75.5,3635.08,0.6499,808.3,406.53,172.98,True
76.0,3612.11,0.6499,813.91,405.01,175.14,True
76.5,3591.18,0.65,813.91,399.63,174.71,True
77.0,3596.47,0.65,813.46,400.32,171.68,True
77.5,3639.25,0.65,812.45,400.9,177.15,True
78.0,3616.18,0.65,811.41,403.56,173.01,True
78.5,3634.42,0.65,808.58,401.52,176.98,True
79.0,3604.18,0.65,799.18,407.58,179.35,True
79.5,3616.87,0.65,801.56,401.81,173.68,True
80.0,3621.15,0.65,805.67,404.48,175.3,True
80.5,3595.02,0.65,814.72,408.89,174.59,True
81.0,3618.1,0.6499,810.5,404.57,170.78,True
81.5,3628.07,0.6499,809.23,408.26,173.89,True
82.0,3658.06,0.6499,805.64,404.46,174.87,True
82.5,3607.23,0.6498,812.02,406.32,173.58,True
83.0,3590.66,0.6498,811.02,399.96,173.54,True
83.5,3622.75,0.6498,802.54,397.8,175.18,True
84.0,3613.8,0.6497,798.21,404.97,174.75,True
84.5,3609.84,0.6496,804.41,405.1,174.9,True
85.0,3671.61,0.6496,813.05,403.73,173.86,True
85.5,3640.13,0.6495,814.02,406.29,173.14,True
86.0,3614.9,0.6494,808.45,404.88,177.17,True
86.5,3614.24,0.6494,808.67,403.42,173.67,True
87.0,3642.26,0.6493,799.47,399.96,172.58,True
87.5,3576.59,0.6492,805.85,399.66,173.73,True
88.0,3645.03,0.6491,809.38,399.27,174.01,True
88.5,3643.51,0.649,805.65,399.59,175.22,True
89.0,3617.84,0.6489,813.7,402.23,175.5,True
89.5,3601.31,0.6488,810.32,401.6,171.64,True
90.0,3590.46,0.6487,813.73,401.13,172.02,True
90.5,3619.52,0.6486,815.86,395.29,171.05,True
91.0,3602.68,0.6485,817.44,402.93,175.56,True
91.5,3598.02,0.6483,804.44,403.37,174.12,True
92.0,3631.47,0.6482,809.01,402.8,174.31,True
92.5,3635.71,0.6481,813.88,397.05,169.47,True
93.0,3639.84,0.6479,815.68,398.78,170.23,True
93.5,3621.43,0.6478,814.29,407.18,174.96,True
94.0,3611.64,0.6476,805.07,401.75,173.31,True
94.5,3598.38,0.6475,819.66,407.01,176.16,True
95.0,3599.87,0.6473,813.58,403.5,174.75,True
95.5,3642.87,0.6472,812.36,403.73,175.11,True
96.0,3624.27,0.647,800.14,401.69,172.7,True
96.5,3591.43,0.6468,817.35,406.55,176.51,True
97.0,3621.68,0.6466,815.56,401.32,174.17,True
97.5,3594.25,0.6464,810.66,401.39,171.13,True
98.0,3614.63,0.6463,808.14,406.52,175.5,True
98.5,3615.4,0.6461,809.64,401.17,173.27,True
99.0,3593.03,0.6459,807.5,398.72,171.15,True
99.5,3624.4,0.6457,810.07,395.51,173.38,True
100.0,3633.58,0.6455,813.26,403.85,173.67,True
100.5,3596.24,0.6453,802.39,401.72,174.32,True
101.0,3638.35,0.645,813.15,400.2,171.04,True
101.5,3605.67,0.6448,808.58,399.89,172.34,True
102.0,3616.55,0.6446,804.81,398.52,174.09,True
102.5,3602.88,0.6444,808.39,401.12,171.15,True
103.0,3600.71,0.6441,814.19,396.71,169.17,True
103.5,3572.51,0.6439,806.97,400.19,173.13,True
104.0,3633.43,0.6437,793.29,401.18,176.45,True
104.5,3585.97,0.6434,804.57,397.62,171.51,True
105.0,3601.38,0.6432,813.43,405.29,172.59,True
105.5,3645.37,0.6429,806.28,404.93,173.03,True
106.0,3609.24,0.6426,807.75,409.09,174.89,True
106.5,3591.81,0.6424,810.57,398.35,172.17,True
107.0,3623.46,0.6421,805.69,400.16,173.13,True
107.5,3611.34,0.6418,807.46,393.39,174.4,True
108.0,3584.28,0.6416,797.93,398.91,173.2,True
108.5,3589.35,0.6413,809.09,394.93,172.17,True
109.0,3590.82,0.641,804.5,399.67,170.93,True
109.5,3616.28,0.6407,804.83,393.04,168.99,True
110.0,3600.82,0.6404,803.2,398.27,172.81,True
110.5,3604.83,0.6401,808.83,395.12,170.47,True
111.0,3577.7,0.6398,805.32,402.06,171.91,True
111.5,3548.78,0.6395,795.13,395.69,171.62,True
112.0,3589.87,0.6392,803.62,397.12,174.78,True
112.5,3583.74,0.6389,798.89,399.36,169.57,True
113.0,3604.26,0.6386,803.49,397.34,175.77,True
113.5,3583.23,0.6383,813.05,396.97,169.99,True
114.0,3596.26,0.6379,797.13,395.25,173.3,True
114.5,3605.15,0.6376,799.16,400.33,174.77,True
115.0,3621.94,0.6373,804.68,401.31,168.64,True
115.5,3586.02,0.637,797.45,397.43,171.21,True
116.0,3588.21,0.6366,810.95,396.42,173.14,True
116.5,3586.03,0.6363,801.67,396.8,173.16,True
117.0,3613.11,0.6359,809.28,397.56,173.39,True
117.5,3565.92,0.6356,800.35,399.3,173.89,True
118.0,3592.28,0.6352,804.97,397.79,174.51,True
118.5,3592.95,0.6349,798.5,397.17,166.19,True
119.0,3593.92,0.6345,781.77,390.84,172.91,True
119.5,3594.9,0.6341,793.94,393.71,174.69,True
120.0,3574.75,0.6338,810.7,395.69,172.71,True
