timestamp,rpm,throttle,egt,cht,oil_temp,fault_active
74.5,3372.89,0.6075,863.05,374.94,165.42,True
75.0,3321.94,0.6056,874.05,378.72,162.45,True
75.5,3338.48,0.6037,865.75,381.0,164.47,True
76.0,3311.18,0.6018,869.97,378.65,166.35,True
76.5,3285.86,0.5998,868.55,372.41,165.64,True
77.0,3286.69,0.5978,866.67,372.24,162.32,True
77.5,3324.96,0.5958,864.2,371.95,167.5,True
78.0,3297.31,0.5937,861.68,373.72,163.07,True
78.5,3310.92,0.5916,857.36,370.78,166.73,True
79.0,3275.99,0.5895,846.45,375.94,168.8,True
79.5,3283.93,0.5873,847.29,369.25,162.82,True
80.0,3283.41,0.5851,849.85,370.99,164.13,True
80.5,3252.42,0.5829,857.33,374.46,163.11,True
81.0,3270.59,0.5806,851.52,369.18,158.99,True
81.5,3275.6,0.5783,848.66,371.91,161.77,True
82.0,3300.57,0.576,843.45,367.14,162.43,True
82.5,3244.68,0.5737,848.19,368.02,160.81,True
83.0,3223.0,0.5713,845.53,360.66,160.44,True
83.5,3249.93,0.5689,835.38,357.5,161.75,True
84.0,3235.77,0.5665,829.37,363.67,160.98,True
84.5,3226.55,0.564,833.87,362.78,160.79,True
85.0,3283.03,0.5615,840.79,360.38,159.4,True
85.5,3246.21,0.559,840.04,361.9,158.34,True
86.0,3215.61,0.5565,832.72,359.44,162.02,True
86.5,3209.53,0.554,831.18,356.93,158.17,True
87.0,3232.08,0.5514,820.22,352.41,156.73,True
87.5,3160.92,0.5488,824.82,351.04,157.53,True
88.0,3223.82,0.5462,826.55,349.57,157.44,True
88.5,3216.73,0.5435,821.02,348.81,158.3,True
89.0,3185.46,0.5409,827.25,350.37,158.21,True
89.5,3163.29,0.5382,822.05,348.63,153.99,True
90.0,3146.78,0.5355,823.62,347.06,153.99,True
90.5,3170.14,0.5328,823.9,340.11,152.66,True
91.0,3147.57,0.53,823.62,346.63,156.8,True
91.5,3137.16,0.5273,808.75,345.95,154.99,True
92.0,3164.83,0.5245,811.44,344.26,154.79,True
92.5,3163.27,0.5217,814.43,337.38,149.59,True
93.0,3161.57,0.5189,814.34,337.98,149.96,True
93.5,3137.3,0.5161,811.05,345.23,154.31,True
94.0,3121.64,0.5132,799.92,338.66,152.28,True
94.5,3102.5,0.5104,812.6,342.77,154.74,True
95.0,3098.07,0.5075,804.6,338.11,152.95,True
95.5,3135.15,0.5046,801.45,337.19,152.93,True
96.0,3110.61,0.5017,787.31,333.99,150.13,True
96.5,3071.81,0.4988,802.57,337.68,153.55,True
97.0,3096.1,0.4959,798.85,331.29,150.82,True
97.5,3062.69,0.493,792.0,330.19,147.4,True
98.0,3077.08,0.49,787.53,334.15,151.37,True
98.5,3071.85,0.4871,787.09,327.64,148.76,True
99.0,3043.48,0.4842,782.99,324.01,146.25,True
99.5,3068.84,0.4812,783.6,319.63,148.08,True
100.0,3072.01,0.4782,784.84,326.8,147.99,True
100.5,3028.65,0.4753,772.01,323.49,148.24,True
101.0,3064.75,0.4723,780.81,320.79,144.57,True
101.5,3026.05,0.4693,774.28,319.31,145.48,True
102.0,3030.92,0.4663,768.55,316.76,146.84,True
102.5,3011.24,0.4633,770.17,318.19,143.51,True
103.0,3003.07,0.4603,774.01,312.61,141.13,True
103.5,2968.86,0.4573,764.84,314.91,144.7,True
104.0,3023.78,0.4543,749.2,314.73,147.64,True
104.5,2970.35,0.4513,758.54,310.0,142.3,True
105.0,2979.78,0.4483,765.44,316.5,142.99,True
105.5,3017.8,0.4453,756.35,314.97,143.05,True
106.0,2975.73,0.4423,755.87,317.97,144.51,True
106.5,2952.37,0.4393,756.76,306.07,141.4,True
107.0,2978.1,0.4363,749.95,306.71,141.99,True
107.5,2960.07,0.4333,749.79,298.79,142.87,True
108.0,2927.13,0.4304,738.34,303.15,141.28,True
108.5,2926.34,0.4274,747.59,298.03,139.87,True
109.0,2921.96,0.4244,741.08,301.63,138.25,True
109.5,2941.6,0.4214,739.52,293.85,135.92,True
110.0,2920.35,0.4185,736.0,297.95,139.36,True
110.5,2918.59,0.4155,739.74,293.67,136.66,True
111.0,2885.72,0.4125,734.35,299.48,137.72,True
111.5,2851.08,0.4096,722.29,291.99,137.05,True
112.0,2886.5,0.4067,728.93,292.3,139.85,True
112.5,2874.71,0.4037,722.34,293.43,134.26,True
113.0,2889.62,0.4008,725.1,290.31,140.09,True
113.5,2862.99,0.3979,732.83,288.84,133.95,True
114.0,2870.48,0.395,715.09,286.03,136.89,True
114.5,2873.86,0.3922,715.32,290.02,138.0,True
115.0,2885.17,0.3893,719.04,289.93,131.52,True
115.5,2843.81,0.3864,710.04,284.98,133.73,True
116.0,2840.6,0.3836,721.77,282.91,135.3,True
116.5,2833.07,0.3808,710.73,282.23,134.97,True
117.0,2854.85,0.378,716.6,281.95,134.85,True
117.5,2802.39,0.3752,705.94,282.65,135.01,True
118.0,2823.53,0.3724,708.84,280.12,135.28,True
118.5,2819.03,0.3697,700.68,278.48,126.63,True
119.0,2814.87,0.3669,682.27,271.14,133.01,True
119.5,2810.78,0.3642,692.77,273.01,134.46,True
120.0,2785.61,0.3615,707.88,273.99,132.15,True
120.5,2821.73,0.3588,695.41,269.85,130.73,True
121.0,2782.83,0.3562,686.05,270.95,129.09,True
121.5,2796.23,0.3535,691.17,269.75,129.99,True
122.0,2776.44,0.3509,692.22,266.48,127.74,True
122.5,2788.37,0.3483,685.24,264.13,130.35,True
123.0,2769.88,0.3457,677.82,267.97,130.57,True
123.5,2762.5,0.3432,686.82,261.98,129.39,True
124.0,2743.4,0.3407,679.46,267.73,131.33,True
124.5,2779.84,0.3382,686.67,263.73,128.72,True
125.0,2753.85,0.3357,678.94,263.4,129.32,True
125.5,2731.94,0.3332,672.95,260.72,128.59,True
126.0,2727.86,0.3308,676.58,262.94,126.23,True
126.5,2737.65,0.3284,675.07,256.2,129.52,True
127.0,2707.3,0.3261,663.22,255.76,124.26,True
127.5,2713.21,0.3237,668.47,256.89,127.21,True
128.0,2713.88,0.3214,669.77,258.15,126.87,True
128.5,2659.9,0.3191,664.75,249.4,125.39,True
129.0,2697.01,0.3169,670.2,258.55,125.4,True
129.5,2682.2,0.3146,665.82,252.45,124.68,True
130.0,2707.11,0.3124,659.05,255.52,125.72,True
130.5,2663.53,0.3103,665.17,254.28,124.26,True
131.0,2662.69,0.3082,654.49,249.66,124.84,True
131.5,2654.21,0.3061,659.49,246.65,123.05,True
132.0,2670.97,0.304,668.06,245.37,126.11,True
132.5,2667.3,0.302,656.44,248.99,123.77,True
133.0,2656.83,0.3,660.24,246.41,124.86,True
133.5,2642.69,0.298,651.27,243.73,123.22,True
134.0,2680.22,0.2961,649.81,245.53,119.81,True
134.5,2642.56,0.2942,640.89,242.57,122.22,True
135.0,2669.43,0.2923,661.58,242.76,124.38,True
135.5,2643.9,0.2905,645.48,245.04,121.37,True
136.0,2637.3,0.2887,642.92,238.78,117.9,True
136.5,2644.29,0.2869,642.33,240.44,120.76,True
137.0,2643.35,0.2852,643.4,239.53,122.95,True
137.5,2655.33,0.2835,643.77,243.7,122.74,True
138.0,2642.73,0.2819,643.2,241.88,121.07,True
138.5,2594.65,0.2803,642.5,235.33,118.21,True
139.0,2639.22,0.2787,642.08,243.19,119.03,True
139.5,2586.74,0.2772,635.59,238.38,119.52,True
140.0,2629.18,0.2757,633.93,238.5,117.17,True
140.5,2612.32,0.2742,634.72,234.57,118.47,True
141.0,2596.53,0.2728,632.35,241.54,118.54,True
141.5,2592.31,0.2715,622.24,232.96,118.02,True
142.0,2580.54,0.2701,638.69,234.58,120.93,True
142.5,2592.66,0.2688,631.05,234.25,118.18,True
143.0,2623.05,0.2676,618.38,227.98,116.91,True
143.5,2586.3,0.2664,632.57,234.89,117.06,True
144.0,2603.82,0.2652,633.44,233.53,119.58,True
144.5,2586.42,0.2641,624.69,234.59,117.72,True
145.0,2578.6,0.263,634.09,224.68,114.51,True
145.5,2552.54,0.2619,624.17,230.83,114.18,True
146.0,2554.38,0.2609,620.97,238.54,120.66,True
146.5,2563.74,0.26,622.77,227.31,113.1,True
147.0,2567.63,0.2591,618.95,230.11,113.59,True
147.5,2552.81,0.2582,624.07,231.09,117.5,True
148.0,2539.81,0.2574,627.01,227.24,117.81,True
148.5,2564.28,0.2566,615.3,228.36,117.17,True
149.0,2575.12,0.2558,620.95,233.59,118.35,True
149.5,2556.19,0.2551,624.91,234.49,120.15,True
150.0,2535.33,0.2545,616.06,232.87,114.02,True
150.5,2532.09,0.2539,617.83,229.42,115.85,True
151.0,2544.29,0.2533,616.48,225.78,114.21,True
151.5,2601.78,0.2528,620.97,230.35,114.92,True
152.0,2551.38,0.2523,615.58,219.53,113.07,True
152.5,2517.93,0.2519,607.59,223.72,118.42,True
153.0,2552.4,0.2515,625.02,228.37,117.28,True
153.5,2534.52,0.2512,620.94,229.18,114.51,True
154.0,2563.07,0.2509,620.94,225.21,113.38,True
154.5,2527.63,0.2506,618.36,227.74,114.0,True
155.0,2551.39,0.2504,620.63,228.52,118.66,True
155.5,2576.03,0.2502,612.65,231.65,114.47,True
156.0,2571.13,0.2501,617.91,225.31,111.9,True
156.5,2546.64,0.25,609.72,229.41,118.54,True
157.0,2534.06,0.25,619.01,224.32,114.24,True
157.5,2565.52,0.25,617.32,231.73,114.54,True
158.0,2570.15,0.2501,618.04,228.92,114.62,True
158.5,2549.41,0.2502,617.05,224.07,116.85,True
159.0,2563.73,0.2503,620.7,231.25,118.45,True
159.5,2543.66,0.2505,619.74,224.85,115.62,True
160.0,2539.69,0.2508,626.14,227.92,115.17,True
160.5,2576.19,0.2511,607.39,220.91,117.24,True
161.0,2554.25,0.2514,619.73,223.11,115.65,True
161.5,2593.93,0.2518,622.87,227.76,114.87,True
162.0,2546.89,0.2522,608.4,228.2,117.5,True
162.5,2524.29,0.2526,616.07,224.15,113.94,True
163.0,2557.99,0.2531,609.31,229.68,117.45,True
163.5,2553.11,0.2537,607.72,225.09,118.49,True
164.0,2503.89,0.2543,618.81,224.79,117.72,True
164.5,2547.36,0.2549,623.02,230.3,119.87,True
165.0,2558.3,0.2556,623.37,224.44,118.68,True
165.5,2548.75,0.2563,619.2,229.14,113.28,True
166.0,2570.24,0.2571,627.39,230.41,113.33,True
166.5,2564.98,0.2579,626.84,224.25,114.48,True
167.0,2586.87,0.2588,625.09,231.48,120.47,True
167.5,2580.7,0.2597,627.67,238.76,116.45,True
168.0,2557.44,0.2606,627.19,232.35,115.96,True
168.5,2554.92,0.2616,637.3,232.43,115.69,True
169.0,2596.15,0.2627,625.94,231.13,118.42,True
169.5,2554.36,0.2637,629.01,238.09,118.38,True
170.0,2575.12,0.2648,625.5,231.59,117.1,True
170.5,2577.63,0.266,633.44,228.11,119.49,True
171.0,2580.22,0.2672,631.59,230.44,120.6,True
171.5,2615.45,0.2684,635.38,229.8,119.77,True
172.0,2601.44,0.2697,623.46,234.82,119.03,True
172.5,2607.37,0.271,633.31,236.33,121.43,True
173.0,2623.76,0.2724,619.06,235.08,118.35,True
173.5,2567.27,0.2738,634.85,240.38,116.7,True
174.0,2612.21,0.2752,630.83,235.23,122.04,True
174.5,2597.88,0.2767,638.77,232.26,123.02,True
175.0,2624.12,0.2782,636.62,240.25,116.69,True
175.5,2639.14,0.2798,637.02,238.57,118.74,True
176.0,2607.38,0.2814,643.24,240.63,121.26,True
176.5,2622.41,0.283,643.49,239.3,124.64,True
177.0,2594.9,0.2847,648.42,245.37,118.72,True
177.5,2674.6,0.2864,648.3,244.91,120.72,True
178.0,2629.51,0.2881,643.51,243.91,123.71,True
178.5,2641.39,0.2899,641.27,245.97,123.01,True
179.0,2654.85,0.2917,650.84,243.46,119.56,True
179.5,2628.47,0.2936,640.25,245.77,121.52,True
180.0,2641.18,0.2954,634.99,242.12,124.2,True
