timestamp,rpm,throttle,egt,cht,oil_temp,fault_active
23.0,3568.39,0.6169,848.36,387.12,171.66,False
23.5,3551.73,0.6173,855.19,389.06,167.05,False
24.0,3516.67,0.6176,856.02,393.83,169.19,False
24.5,3537.25,0.618,855.33,385.49,167.82,False
25.0,3558.65,0.6183,846.3,388.95,169.33,False
25.5,3553.41,0.6187,855.57,389.39,170.99,False
26.0,3506.52,0.619,848.54,386.74,167.32,False
26.5,3530.83,0.6194,847.36,392.17,167.15,False
27.0,3549.86,0.6197,846.86,388.59,171.86,False
27.5,3560.87,0.62,856.22,389.26,168.51,False
28.0,3546.49,0.6204,850.99,390.4,167.79,False
28.5,3553.63,0.6207,851.17,397.57,173.76,False
29.0,3535.61,0.6211,848.84,385.78,168.87,False
29.5,3559.84,0.6214,856.55,388.13,168.8,False
30.0,3511.42,0.6217,849.95,387.27,169.09,False
30.5,3537.68,0.6221,850.54,385.33,167.27,False
31.0,3598.64,0.6224,844.82,387.46,173.92,False
31.5,3614.99,0.6228,845.64,389.79,170.98,False
32.0,3592.3,0.6231,846.81,390.31,171.9,False
32.5,3567.25,0.6234,850.1,390.79,167.65,False
33.0,3554.62,0.6238,850.89,392.03,169.33,False
33.5,3569.63,0.6241,857.52,391.94,171.2,False
34.0,3562.09,0.6244,852.7,389.45,171.17,False
34.5,3559.89,0.6247,863.4,396.48,171.36,False
35.0,3547.39,0.6251,847.61,395.47,171.16,False
35.5,3573.06,0.6254,844.68,394.82,171.59,False
36.0,3542.06,0.6257,851.28,392.97,170.83,False
36.5,3559.23,0.626,853.35,391.57,171.08,False
37.0,3595.3,0.6263,841.27,391.75,171.17,False
37.5,3572.58,0.6267,852.47,387.33,171.52,False
38.0,3602.0,0.627,846.89,395.33,170.26,False
38.5,3567.01,0.6273,849.53,391.87,173.56,False
39.0,3580.68,0.6276,863.68,396.54,171.88,False
39.5,3604.68,0.6279,857.44,395.63,170.46,False
40.0,3571.91,0.6282,851.98,396.25,168.74,False
40.5,3587.0,0.6285,854.74,396.93,172.64,False
41.0,3608.53,0.6288,859.57,388.83,171.05,False
41.5,3549.44,0.6292,853.54,398.22,172.5,False
42.0,3559.66,0.6295,851.29,393.91,168.84,False
42.5,3560.98,0.6298,858.14,397.41,172.53,False
43.0,3529.32,0.6301,858.32,394.29,172.19,False
43.5,3608.22,0.6304,846.69,392.43,172.58,False
44.0,3545.01,0.6307,864.61,395.44,173.14,False
44.5,3565.96,0.631,861.51,397.67,171.95,False
45.0,3582.8,0.6312,859.0,392.0,171.24,False
45.5,3575.79,0.6315,859.78,397.72,169.46,False
46.0,3577.07,0.6318,865.48,392.61,169.97,False
46.5,3584.33,0.6321,862.51,395.0,174.31,False
47.0,3598.14,0.6324,862.7,396.76,176.35,False
47.5,3577.61,0.6327,848.68,400.03,170.82,False
48.0,3584.58,0.633,865.45,390.53,169.28,False
48.5,3551.1,0.6333,855.14,396.78,172.87,False
49.0,3589.35,0.6335,852.24,388.65,171.97,False
49.5,3575.08,0.6338,861.81,397.81,172.18,False
50.0,3600.41,0.6341,860.86,397.42,170.53,False
50.5,3582.3,0.6344,860.89,398.41,171.19,False
51.0,3596.99,0.6346,858.78,395.71,173.68,False
51.5,3547.38,0.6349,853.82,391.73,167.39,False
52.0,3574.34,0.6352,864.24,395.44,172.49,False
52.5,3610.36,0.6354,867.32,396.2,174.84,False
53.0,3591.08,0.6357,856.69,394.74,169.21,False
53.5,3572.12,0.636,859.28,399.05,175.65,False
54.0,3562.89,0.6362,863.22,393.63,173.2,False
54.5,3588.56,0.6365,852.29,399.65,171.08,False
55.0,3581.14,0.6367,856.28,395.01,173.18,False
55.5,3588.67,0.637,863.45,398.17,175.0,False
56.0,3586.22,0.6372,854.61,400.4,171.74,False
56.5,3616.0,0.6375,864.09,396.91,173.13,False
57.0,3633.34,0.6377,872.74,397.62,172.79,False
57.5,3616.46,0.638,858.3,398.52,172.45,False
58.0,3601.82,0.6382,858.54,392.86,168.4,False
58.5,3573.8,0.6385,860.59,396.85,176.45,False
59.0,3618.86,0.6387,858.24,398.88,171.8,False
59.5,3591.64,0.6389,864.15,399.79,171.97,False
60.0,3619.19,0.6392,857.69,398.06,177.87,False
60.5,3602.96,0.6394,910.73,398.41,173.87,True
61.0,3597.93,0.6396,902.88,395.9,173.61,True
61.5,3582.61,0.6399,907.22,401.59,173.51,True
62.0,3594.48,0.6401,906.33,397.51,174.68,True
62.5,3564.13,0.6403,902.54,392.56,169.85,True
63.0,3628.59,0.6405,908.86,396.47,169.87,True
63.5,3542.57,0.6407,901.82,405.98,173.78,True
64.0,3591.21,0.641,907.02,394.13,172.34,True
64.5,3604.92,0.6412,904.42,401.28,173.66,True
65.0,3616.83,0.6414,901.56,401.7,176.26,True
65.5,3584.58,0.6416,900.72,403.1,172.65,True
66.0,3632.58,0.6418,903.09,403.55,173.32,True
66.5,3610.18,0.642,913.28,398.19,171.21,True
67.0,3596.55,0.6422,907.86,394.66,174.4,True
67.5,3595.24,0.6424,911.48,392.26,171.58,True
68.0,3572.78,0.6426,901.76,400.28,172.82,True
68.5,3601.93,0.6428,905.23,400.23,171.19,True
69.0,3621.62,0.643,909.48,400.86,174.35,True
69.5,3613.89,0.6432,916.48,399.52,172.65,True
70.0,3593.36,0.6434,901.28,396.13,171.51,True
70.5,3607.48,0.6436,908.25,400.1,171.78,True
71.0,3627.35,0.6437,910.41,399.55,172.04,True
71.5,3620.77,0.6439,907.78,395.76,173.23,True
72.0,3615.49,0.6441,902.47,400.75,170.48,True
72.5,3637.41,0.6443,913.34,399.5,174.15,True
73.0,3562.92,0.6444,901.44,399.45,171.3,True
73.5,3625.83,0.6446,917.33,396.88,171.79,True
74.0,3616.67,0.6448,915.52,396.81,173.99,True
74.5,3648.8,0.645,899.33,396.71,172.67,True
75.0,3602.37,0.6451,911.77,401.35,169.99,True
75.5,3623.49,0.6453,904.94,404.52,172.31,True
76.0,3600.85,0.6454,910.64,403.05,174.48,True
76.5,3580.26,0.6456,910.74,397.73,174.08,True
77.0,3585.87,0.6457,910.39,398.48,171.07,True
77.5,3629.0,0.6459,909.48,399.12,176.56,True
78.0,3606.28,0.646,908.54,401.83,172.44,True
78.5,3624.88,0.6462,905.82,399.85,176.42,True
79.0,3595.0,0.6463,896.52,405.98,178.82,True
79.5,3608.06,0.6465,899.0,400.28,173.16,True
80.0,3612.71,0.6466,903.22,403.01,174.81,True
80.5,3586.95,0.6467,912.38,407.49,174.12,True
81.0,3610.42,0.6469,908.27,403.23,170.33,True
81.5,3620.78,0.647,907.12,406.99,173.47,True
82.0,3651.17,0.6471,903.65,403.26,174.47,True
82.5,3600.74,0.6472,910.14,405.19,173.2,True
83.0,3584.59,0.6474,909.26,398.9,173.18,True
83.5,3617.09,0.6475,900.9,396.81,174.85,True
84.0,3608.56,0.6476,896.69,404.06,174.45,True
84.5,3605.02,0.6477,903.01,404.26,174.62,True
85.0,3667.22,0.6478,911.78,402.97,173.6,True
85.5,3636.18,0.6479,912.88,405.61,172.91,True
86.0,3611.4,0.648,907.43,404.27,176.96,True
86.5,3611.18,0.6481,907.78,402.89,173.49,True
87.0,3639.65,0.6482,898.72,399.51,172.43,True
87.5,3574.45,0.6483,905.23,399.28,173.61,True
88.0,3643.35,0.6484,908.89,398.98,173.91,True
88.5,3642.3,0.6485,905.3,399.38,175.15,True
89.0,3617.11,0.6486,913.48,402.11,175.45,True
89.5,3601.06,0.6487,910.25,401.55,171.63,True
90.0,3590.7,0.6488,913.8,401.17,172.03,True
90.5,3620.24,0.6489,916.07,395.41,171.09,True
91.0,3603.9,0.6489,917.79,403.14,175.63,True
91.5,3599.75,0.649,904.94,403.67,174.22,True
92.0,3633.71,0.6491,909.65,403.19,174.43,True
92.5,3638.46,0.6492,914.68,397.53,169.63,True
93.0,3643.11,0.6492,916.63,399.35,170.42,True
93.5,3625.21,0.6493,915.39,407.84,175.18,True
94.0,3615.95,0.6494,906.32,402.5,173.56,True
94.5,3603.23,0.6494,921.07,407.85,176.44,True
95.0,3605.26,0.6495,915.14,404.44,175.06,True
95.5,3648.8,0.6495,914.08,404.76,175.45,True
96.0,3630.75,0.6496,902.02,402.82,173.08,True
96.5,3598.45,0.6496,919.38,407.77,176.91,True
97.0,3629.27,0.6497,917.76,402.64,174.61,True
97.5,3602.4,0.6497,913.02,402.8,171.6,True
98.0,3623.34,0.6497,910.67,408.03,176.0,True
98.5,3624.69,0.6498,912.34,402.79,173.81,True
99.0,3602.89,0.6498,910.36,400.43,171.72,True
99.5,3634.84,0.6498,913.1,397.32,173.98,True
100.0,3644.6,0.6499,916.46,405.77,174.31,True
100.5,3607.85,0.6499,905.76,403.74,174.99,True
101.0,3650.55,0.6499,916.69,402.32,171.75,True
101.5,3618.47,0.6499,912.29,402.12,173.09,True
102.0,3629.95,0.65,908.7,400.85,174.87,True
102.5,3616.89,0.65,912.45,403.56,171.97,True
103.0,3615.33,0.65,918.43,399.26,170.01,True
103.5,3587.74,0.65,911.39,402.84,174.01,True
104.0,3649.28,0.65,897.88,403.94,177.37,True
104.5,3602.44,0.65,909.35,400.49,172.46,True
105.0,3618.47,0.65,918.39,408.26,173.58,True
105.5,3663.09,0.65,911.43,408.01,174.06,True
106.0,3627.6,0.65,913.07,412.28,175.95,True
106.5,3610.81,0.65,916.08,401.66,173.27,True
107.0,3643.1,0.65,911.38,403.57,174.27,True
107.5,3631.62,0.65,913.34,396.92,175.58,True
108.0,3605.21,0.6499,903.99,402.55,174.41,True
108.5,3610.93,0.6499,915.35,398.69,173.42,True
109.0,3613.04,0.6499,910.94,403.54,172.22,True
109.5,3639.16,0.6499,911.47,397.02,170.31,True
110.0,3624.36,0.6498,910.03,402.37,174.17,True
110.5,3629.04,0.6498,915.85,399.33,171.88,True
111.0,3602.58,0.6498,912.53,406.39,173.36,True
111.5,3574.32,0.6497,902.54,400.14,173.1,True
112.0,3616.09,0.6497,911.23,401.69,176.31,True
112.5,3610.63,0.6497,906.69,404.04,171.13,True
113.0,3631.83,0.6496,911.48,402.14,177.37,True
113.5,3611.47,0.6496,921.24,401.89,171.63,True
114.0,3625.19,0.6495,905.52,400.28,174.97,True
114.5,3634.77,0.6495,907.75,405.48,176.49,True
115.0,3652.24,0.6494,913.47,406.58,170.4,True
115.5,3617.01,0.6493,906.44,402.82,173.01,True
116.0,3619.89,0.6493,920.14,401.93,174.97,True
116.5,3618.41,0.6492,911.06,402.43,175.03,True
117.0,3646.19,0.6492,918.87,403.31,175.31,True
117.5,3599.69,0.6491,910.15,405.17,175.85,True
118.0,3626.76,0.649,914.97,403.79,176.51,True
118.5,3628.13,0.6489,908.7,403.29,168.23,True
119.0,3629.8,0.6489,892.18,397.08,174.99,True
119.5,3631.49,0.6488,904.55,400.08,176.81,True
120.0,3612.05,0.6487,921.52,402.18,174.88,True
