timestamp,rpm,throttle,egt,cht,oil_temp,fault_active
22.5,4015.32,0.7935,976.08,464.82,195.63,False
23.0,4012.11,0.7944,977.03,464.33,197.4,False
23.5,3996.8,0.7953,984.26,466.5,192.87,False
24.0,3963.08,0.7962,985.48,471.51,195.09,False
24.5,3984.99,0.7971,985.18,463.4,193.78,False
25.0,4007.72,0.7979,976.54,467.09,195.37,False
25.5,4003.8,0.7988,986.18,467.76,197.12,False
26.0,3958.22,0.7997,979.53,465.33,193.52,False
26.5,3983.82,0.8006,978.73,470.99,193.43,False
27.0,4004.15,0.8014,978.6,467.63,198.21,False
27.5,4016.43,0.8023,988.33,468.52,194.94,False
28.0,4003.32,0.8031,983.47,469.89,194.28,False
28.5,4011.72,0.804,984.01,477.28,200.33,False
29.0,3994.94,0.8048,982.04,465.7,195.51,False
29.5,4020.4,0.8056,990.12,468.26,195.51,False
30.0,3973.21,0.8065,983.87,467.62,195.88,False
30.5,4000.68,0.8073,1104.81,510.9,194.12,True
31.0,4062.84,0.8081,1099.44,513.23,200.85,True
31.5,4080.39,0.8089,1100.61,515.77,197.98,True
32.0,4058.87,0.8097,1102.11,516.49,198.96,True
32.5,4034.99,0.8105,1105.75,517.17,194.78,True
33.0,4023.52,0.8113,1106.87,518.62,196.53,True
33.5,4039.68,0.8121,1113.84,518.73,198.46,True
34.0,4033.26,0.8129,1109.34,516.44,198.5,True
34.5,4032.19,0.8137,1120.36,523.66,198.75,True
35.0,4020.79,0.8144,1104.89,522.85,198.62,True
35.5,4047.56,0.8152,1102.29,522.39,199.11,True
36.0,4017.64,0.8159,1109.2,520.72,198.42,True
36.5,4035.87,0.8167,1111.58,519.5,198.72,True
37.0,4073.0,0.8174,1099.8,519.87,198.88,True
37.5,4051.33,0.8182,1111.31,515.63,199.29,True
38.0,4081.78,0.8189,1106.03,523.81,198.08,True
38.5,4047.81,0.8196,1108.96,520.53,201.44,True
39.0,4062.47,0.8203,1123.4,525.37,199.83,True
39.5,4087.47,0.821,1117.45,524.63,198.46,True
40.0,4055.67,0.8217,1112.27,525.42,196.8,True
40.5,4071.72,0.8224,1115.31,526.27,200.75,True
41.0,4094.2,0.8231,1120.41,518.34,199.22,True
41.5,4036.04,0.8238,1114.66,527.88,200.73,True
42.0,4047.18,0.8245,1112.67,523.74,197.11,True
42.5,4049.4,0.8251,1119.78,527.4,200.86,True
43.0,4018.63,0.8258,1120.22,524.43,200.57,True
43.5,4098.41,0.8264,1108.85,522.72,201.01,True
44.0,4036.05,0.8271,1127.01,525.88,201.62,True
44.5,4057.85,0.8277,1124.16,528.26,200.48,True
45.0,4075.52,0.8283,1121.89,522.73,199.81,True
45.5,4069.33,0.829,1122.91,528.59,198.08,True
46.0,4071.4,0.8296,1128.84,523.63,198.64,True
46.5,4079.45,0.8302,1126.09,526.15,203.03,True
47.0,4094.03,0.8308,1126.51,528.04,205.11,True
47.5,4074.25,0.8313,1112.71,531.45,199.63,True
48.0,4081.96,0.8319,1129.69,522.08,198.12,True
48.5,4049.2,0.8325,1119.58,528.45,201.76,True
49.0,4088.15,0.833,1116.9,520.45,200.9,True
49.5,4074.57,0.8336,1126.66,529.72,201.15,True
50.0,4100.57,0.8341,1125.9,529.44,199.54,True
50.5,4083.12,0.8347,1126.13,530.55,200.24,True
51.0,4098.45,0.8352,1124.2,527.96,202.76,True
51.5,4049.46,0.8357,1119.42,524.1,196.51,True
52.0,4077.04,0.8362,1130.02,527.91,201.65,True
52.5,4113.64,0.8367,1133.28,528.78,204.03,True
53.0,4094.93,0.8372,1122.81,527.41,198.44,True
53.5,4076.54,0.8377,1125.56,531.82,204.91,True
54.0,4067.85,0.8382,1129.66,526.49,202.49,True
54.5,4094.03,0.8387,1118.88,532.6,200.4,True
55.0,4087.12,0.8391,1123.01,528.05,202.53,True
55.5,4095.14,0.8396,1130.33,531.3,204.38,True
56.0,4093.17,0.84,1121.62,533.61,201.14,True
56.5,4123.39,0.8404,1131.24,530.2,202.56,True
57.0,4141.18,0.8409,1140.01,530.98,202.25,True
57.5,4124.72,0.8413,1125.7,531.95,201.93,True
58.0,4110.48,0.8417,1126.05,526.36,197.9,True
58.5,4082.84,0.8421,1128.21,530.42,205.98,True
59.0,4128.27,0.8425,1125.97,532.51,201.34,True
59.5,4101.4,0.8428,1131.98,533.49,201.53,True
60.0,4129.29,0.8432,1125.61,531.81,207.46,True
60.5,4113.37,0.8436,1138.75,532.22,203.48,True
61.0,4108.64,0.8439,1130.98,529.76,203.23,True
61.5,4093.59,0.8442,1135.41,535.5,203.15,True
62.0,4105.72,0.8446,1134.59,531.47,204.33,True
62.5,4075.62,0.8449,1130.87,526.56,199.52,True
63.0,4140.3,0.8452,1137.25,530.51,199.55,True
63.5,4054.48,0.8455,1130.28,540.06,203.47,True
64.0,4103.31,0.8458,1135.53,528.24,202.05,True
64.5,4117.2,0.8461,1132.98,535.42,203.37,True
65.0,4129.26,0.8464,1130.17,535.86,205.98,True
65.5,4097.14,0.8466,1129.36,537.29,202.38,True
66.0,4145.26,0.8469,1131.77,537.75,203.06,True
66.5,4122.95,0.8471,1141.98,532.41,200.95,True
67.0,4109.4,0.8473,1136.59,528.9,204.14,True
67.5,4108.16,0.8476,1140.23,526.51,201.32,True
68.0,4085.74,0.8478,1130.51,534.53,202.57,True
68.5,4114.91,0.848,1134.0,534.49,200.94,True
69.0,4134.6,0.8482,1138.25,535.12,204.1,True
69.5,4126.85,0.8484,1145.24,533.78,202.4,True
70.0,4106.29,0.8485,1130.03,530.38,201.26,True
70.5,4120.36,0.8487,1136.99,534.34,201.53,True
71.0,4140.17,0.8489,1139.12,533.78,201.78,True
71.5,4133.49,0.849,1136.47,529.98,202.97,True
72.0,4128.11,0.8491,1131.13,534.95,200.22,True
72.5,4149.9,0.8493,1141.96,533.68,203.87,True
73.0,4075.27,0.8494,1130.02,533.6,201.02,True
73.5,4138.02,0.8495,1145.87,531.0,201.5,True
74.0,4128.68,0.8496,1144.01,530.9,203.69,True
74.5,4160.61,0.8497,1127.75,530.76,202.36,True
75.0,4113.96,0.8497,1140.13,535.37,199.66,True
75.5,4134.85,0.8498,1133.23,538.49,201.97,True
76.0,4111.95,0.8499,1138.86,536.98,204.13,True
76.5,4091.08,0.8499,1138.88,531.61,203.71,True
77.0,4096.41,0.85,1138.45,532.31,200.68,True
77.5,4139.22,0.85,1137.44,532.9,206.15,True
78.0,4116.17,0.85,1136.41,535.55,202.01,True
78.5,4134.42,0.85,1133.58,533.52,205.98,True
79.0,4104.18,0.85,1124.18,539.58,208.35,True
79.5,4116.85,0.85,1126.55,533.81,202.67,True
80.0,4121.09,0.85,1130.65,536.47,204.29,True
80.5,4094.92,0.8499,1139.69,540.87,203.58,True
81.0,4117.95,0.8499,1135.45,536.54,199.77,True
81.5,4127.85,0.8498,1134.17,540.22,202.88,True
82.0,4157.76,0.8498,1130.56,536.41,203.85,True
82.5,4106.84,0.8497,1136.91,538.25,202.56,True
83.0,4090.17,0.8496,1135.87,531.87,202.51,True
83.5,4122.14,0.8495,1127.37,529.69,204.14,True
84.0,4113.06,0.8494,1122.99,536.85,203.71,True
84.5,4108.95,0.8493,1129.15,536.95,203.85,True
85.0,4170.57,0.8492,1137.75,535.55,202.8,True
85.5,4138.92,0.849,1138.67,538.08,202.07,True
86.0,4113.51,0.8489,1133.05,536.64,206.09,True
86.5,4112.66,0.8487,1133.21,535.14,202.58,True
87.0,4140.47,0.8486,1123.96,531.65,201.48,True
87.5,4074.59,0.8484,1130.27,531.31,202.62,True
88.0,4142.8,0.8482,1133.73,530.88,202.88,True
88.5,4141.04,0.848,1129.94,531.16,204.08,True
89.0,4115.12,0.8478,1137.91,533.76,204.34,True
89.5,4098.32,0.8476,1134.45,533.08,200.47,True
90.0,4087.19,0.8474,1137.78,532.56,200.83,True
90.5,4115.96,0.8472,1139.83,526.67,199.84,True
91.0,4098.82,0.8469,1141.32,534.25,204.34,True
91.5,4093.85,0.8467,1128.23,534.64,202.88,True
92.0,4126.97,0.8464,1132.7,534.02,203.04,True
92.5,4130.87,0.8461,1137.48,528.21,198.19,True
93.0,4134.65,0.8458,1139.18,529.88,198.93,True
93.5,4115.87,0.8456,1137.68,538.21,203.64,True
94.0,4105.71,0.8453,1128.35,532.72,201.96,True
94.5,4092.07,0.8449,1142.83,537.91,204.79,True
95.0,4093.16,0.8446,1136.63,534.33,203.36,True
95.5,4135.75,0.8443,1135.3,534.49,203.7,True
96.0,4116.73,0.844,1122.96,532.38,201.26,True
96.5,4083.45,0.8436,1140.03,537.16,205.04,True
97.0,4113.26,0.8433,1138.12,531.85,202.68,True
97.5,4085.37,0.8429,1133.08,531.84,199.61,True
98.0,4105.28,0.8425,1130.43,536.89,203.95,True
98.5,4105.57,0.8421,1131.79,531.46,201.7,True
99.0,4082.71,0.8417,1129.51,528.92,199.55,True
99.5,4113.58,0.8413,1131.93,525.62,201.75,True
100.0,4122.24,0.8409,1134.97,533.88,202.01,True
100.5,4084.37,0.8405,1123.95,531.66,202.63,True
101.0,4125.94,0.8401,1134.56,530.04,199.32,True
101.5,4092.72,0.8396,1129.83,529.64,200.59,True
102.0,4103.04,0.8392,1125.9,528.16,202.31,True
102.5,4088.8,0.8387,1129.3,530.67,199.34,True
103.0,4086.05,0.8383,1134.94,526.16,197.32,True
103.5,4057.25,0.8378,1127.55,529.53,201.25,True
104.0,4117.57,0.8373,1113.69,530.42,204.53,True
104.5,4069.5,0.8368,1124.8,526.76,199.55,True
105.0,4084.28,0.8363,1133.47,534.31,200.59,True
105.5,4127.63,0.8358,1126.14,533.84,201.01,True
106.0,4090.86,0.8353,1127.42,537.89,202.82,True
106.5,4072.77,0.8348,1130.05,527.04,200.06,True
107.0,4103.75,0.8342,1124.97,528.73,200.99,True
107.5,4090.96,0.8337,1126.55,521.84,202.22,True
108.0,4063.21,0.8331,1116.81,527.24,200.97,True
108.5,4067.58,0.8326,1127.77,523.15,199.91,True
109.0,4068.33,0.832,1122.97,527.76,198.63,True
109.5,4093.07,0.8314,1123.1,521.0,196.64,True
110.0,4076.88,0.8308,1121.26,526.11,200.42,True
110.5,4080.15,0.8303,1126.67,522.83,198.04,True
111.0,4052.27,0.8297,1122.95,529.64,199.44,True
111.5,4022.59,0.829,1112.54,523.14,199.1,True
112.0,4062.91,0.8284,1120.81,524.43,202.22,True
112.5,4056.0,0.8278,1115.85,526.53,196.96,True
113.0,4075.73,0.8272,1120.21,524.38,203.12,True
113.5,4053.89,0.8265,1129.54,523.87,197.29,True
114.0,4066.12,0.8259,1113.39,522.01,200.55,True
114.5,4074.19,0.8252,1115.18,526.94,201.97,True
115.0,4090.15,0.8246,1120.46,527.78,195.8,True
115.5,4053.39,0.8239,1112.99,523.75,198.32,True
116.0,4054.73,0.8232,1126.25,522.59,200.19,True
116.5,4051.7,0.8225,1116.72,522.82,200.16,True
117.0,4077.92,0.8218,1124.08,523.43,200.35,True
117.5,4029.85,0.8211,1114.89,525.02,200.8,True
118.0,4055.33,0.8204,1119.25,523.36,201.36,True
118.5,4055.11,0.8197,1112.52,522.59,193.0,True
119.0,4055.18,0.819,1095.54,516.1,199.66,True
119.5,4055.25,0.8183,1107.44,518.82,201.39,True
120.0,4034.19,0.8175,1123.94,520.63,199.36,True
